sigla;reh;vigencia_inicio;vigencia_fim;subgrupo;modalidade;classe;subclasse;detalhe;acessante;posto;unidade;vlr_tusd;vlr_te;vlr_total
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;114.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;114.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;916.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;916.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;114.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;114.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;7834.0;25114.0;32948.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;7834.0;25114.0;32948.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;7834.0;237.0;8071.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;7834.0;237.0;8071.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;2203.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;2203.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;916.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;916.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;2203.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;2203.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;7834.0;40732.0;48566.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;7834.0;40732.0;48566.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;7834.0;237.0;8071.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;7834.0;237.0;8071.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cocel;Fora ponta;R$/kW;1205.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cocel;Fora ponta;R$/kW;1205.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Energisa Sul Sudeste;Fora ponta;R$/kW;1205.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Energisa Sul Sudeste;Fora ponta;R$/kW;1205.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cocel;Não se aplica;R$/MWh;483.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cocel;Não se aplica;R$/MWh;483.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Energisa Sul Sudeste;Não se aplica;R$/MWh;483.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Energisa Sul Sudeste;Não se aplica;R$/MWh;483.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cocel;Ponta;R$/kW;2329.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cocel;Ponta;R$/kW;2329.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Energisa Sul Sudeste;Ponta;R$/kW;2329.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Energisa Sul Sudeste;Ponta;R$/kW;2329.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;NOVO GERADOR;Não se aplica;R$/kW;444.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;NOVO GERADOR;Não se aplica;R$/kW;444.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH ARTURO ANDREOLI;Não se aplica;R$/kW;641.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH ARTURO ANDREOLI;Não se aplica;R$/kW;641.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH BELA VISTA;Não se aplica;R$/kW;735.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH BELA VISTA;Não se aplica;R$/kW;735.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH BOA VISTA II (COPEL);Não se aplica;R$/kW;713.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH BOA VISTA II (COPEL);Não se aplica;R$/kW;713.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CANHADAO;Não se aplica;R$/kW;844.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CANHADAO;Não se aplica;R$/kW;844.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CANTU 2;Não se aplica;R$/kW;375.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CANTU 2;Não se aplica;R$/kW;375.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CAVERNOSO II;Não se aplica;R$/kW;725.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CAVERNOSO II;Não se aplica;R$/kW;725.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH COBRE KM 19;Não se aplica;R$/kW;491.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH COBRE KM 19;Não se aplica;R$/kW;491.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CONFLUENCIA;Não se aplica;R$/kW;428.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CONFLUENCIA;Não se aplica;R$/kW;428.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CORREGO FUNDO;Não se aplica;R$/kW;782.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH CORREGO FUNDO;Não se aplica;R$/kW;782.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH DOIS SALTOS;Não se aplica;R$/kW;751.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH DOIS SALTOS;Não se aplica;R$/kW;751.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH FORQUILHA;Não se aplica;R$/kW;885.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH FORQUILHA;Não se aplica;R$/kW;885.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH FOZ DO ESTRELA;Não se aplica;R$/kW;834.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH FOZ DO ESTRELA;Não se aplica;R$/kW;834.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH INVERNADINHA;Não se aplica;R$/kW;885.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH INVERNADINHA;Não se aplica;R$/kW;885.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH LUCIA CHEROBIM;Não se aplica;R$/kW;346.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH LUCIA CHEROBIM;Não se aplica;R$/kW;346.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH LUDESA;Não se aplica;R$/kW;631.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH LUDESA;Não se aplica;R$/kW;631.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH MACACOS;Não se aplica;R$/kW;429.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH MACACOS;Não se aplica;R$/kW;429.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH NOVO HORIZONTE;Não se aplica;R$/kW;697.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH NOVO HORIZONTE;Não se aplica;R$/kW;697.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH PAREDINHA;Não se aplica;R$/kW;748.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH PAREDINHA;Não se aplica;R$/kW;748.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH SANTA LUZIA ALTO;Não se aplica;R$/kW;631.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH SANTA LUZIA ALTO;Não se aplica;R$/kW;631.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH TITO;Não se aplica;R$/kW;654.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH TITO;Não se aplica;R$/kW;654.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH VICTOR BAPTISTA ADAMI;Não se aplica;R$/kW;64.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH VICTOR BAPTISTA ADAMI;Não se aplica;R$/kW;64.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE FUNDAO;Não se aplica;R$/kW;884.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE FUNDAO;Não se aplica;R$/kW;884.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE SANTA BRANCA;Não se aplica;R$/kW;609.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE SANTA BRANCA;Não se aplica;R$/kW;609.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE SANTA CLARA 28361;Não se aplica;R$/kW;884.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE SANTA CLARA 28361;Não se aplica;R$/kW;884.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE TIBAGI MONTANTE;Não se aplica;R$/kW;434.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE TIBAGI MONTANTE;Não se aplica;R$/kW;434.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE ALTO ALEGRE - UJU;Não se aplica;R$/kW;615.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE ALTO ALEGRE - UJU;Não se aplica;R$/kW;615.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BIO COOPCANA;Não se aplica;R$/kW;475.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BIO COOPCANA;Não se aplica;R$/kW;475.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE DESTILARIA MELHORAMENTOS;Não se aplica;R$/kW;785.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE DESTILARIA MELHORAMENTOS;Não se aplica;R$/kW;785.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE FIGUEIRA;Não se aplica;R$/kW;689.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE FIGUEIRA;Não se aplica;R$/kW;689.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE SANTA TEREZINHA;Não se aplica;R$/kW;599.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE SANTA TEREZINHA;Não se aplica;R$/kW;599.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE SANTA TEREZINHA PARANACITY;Não se aplica;R$/kW;557.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE SANTA TEREZINHA PARANACITY;Não se aplica;R$/kW;557.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE UFL;Não se aplica;R$/kW;7.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE UFL;Não se aplica;R$/kW;7.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE UJU BIO;Não se aplica;R$/kW;439.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE UJU BIO;Não se aplica;R$/kW;439.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE USACIGA;Não se aplica;R$/kW;557.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE USACIGA;Não se aplica;R$/kW;557.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE USI;Não se aplica;R$/kW;7.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE USI;Não se aplica;R$/kW;7.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE USI BIO;Não se aplica;R$/kW;7.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE USI BIO;Não se aplica;R$/kW;7.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;889.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;889.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;873.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;873.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;889.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;889.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;7791.0;25114.0;32905.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;7791.0;25114.0;32905.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;7791.0;237.0;8028.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;7791.0;237.0;8028.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;1533.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;1533.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;873.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;873.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;1533.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;1533.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;7791.0;40732.0;48523.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;7791.0;40732.0;48523.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;7791.0;237.0;8028.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;7791.0;237.0;8028.0
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2025-06-24;2025-12-31;A3;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;748.0;;
Copel-DIS;REH Nº 3.472, DE 17 DE JUNHO DE 2025;2026-01-01;2026-06-23;A3;Geração;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/kW;748.0;;
