sigla;reh;vigencia_inicio;vigencia_fim;subgrupo;modalidade;classe;subclasse;detalhe;acessante;posto;unidade;vlr_tusd;vlr_te;vlr_total
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Ponta;R$/MWh;95879.0;53354.0;149233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Ponta;R$/MWh;95879.0;53354.0;149233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Ponta;R$/MWh;95879.0;5309.0;101188.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Ponta;R$/MWh;95879.0;5309.0;101188.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40973.0;33242.0;74215.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40973.0;33242.0;74215.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;40973.0;5309.0;46282.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;40973.0;5309.0;46282.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Não se aplica;Não se aplica;Não se aplica;Intermediário;R$/MWh;68426.0;33242.0;101668.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Não se aplica;Não se aplica;Não se aplica;Intermediário;R$/MWh;68426.0;33242.0;101668.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Não se aplica;SCEE;Não se aplica;Intermediário;R$/MWh;68426.0;5309.0;73735.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Não se aplica;SCEE;Não se aplica;Intermediário;R$/MWh;68426.0;5309.0;73735.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;95879.0;53354.0;149233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;95879.0;53354.0;149233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;95879.0;5309.0;101188.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;95879.0;5309.0;101188.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40973.0;33242.0;74215.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Fora ponta;R$/MWh;40973.0;33242.0;74215.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Fora ponta;R$/MWh;40973.0;5309.0;46282.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Fora ponta;R$/MWh;40973.0;5309.0;46282.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Intermediário;R$/MWh;68426.0;33242.0;101668.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Intermediário;R$/MWh;68426.0;33242.0;101668.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Intermediário;R$/MWh;68426.0;5309.0;73735.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Intermediário;R$/MWh;68426.0;5309.0;73735.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Ponta;R$/MWh;95879.0;53354.0;149233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Ponta;R$/MWh;95879.0;53354.0;149233.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Branca;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Ponta;R$/MWh;95879.0;5309.0;101188.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Branca;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Ponta;R$/MWh;95879.0;5309.0;101188.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional;Rural;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional;Rural;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional;Rural;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional;Rural;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional pré-pagamento;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional pré-pagamento;Rural;Cooperativa de eletrificação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional pré-pagamento;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional pré-pagamento;Rural;Cooperativa de eletrificação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional pré-pagamento;Rural;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional pré-pagamento;Rural;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional pré-pagamento;Rural;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional pré-pagamento;Rural;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional pré-pagamento;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional pré-pagamento;Rural;Serviço público de irrigação rural;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B2;Convencional pré-pagamento;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B2;Convencional pré-pagamento;Rural;Serviço público de irrigação rural;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Branca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;44294.0;33242.0;77536.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Branca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;44294.0;33242.0;77536.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Branca;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;44294.0;5309.0;49603.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Branca;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;44294.0;5309.0;49603.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Branca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Intermediário;R$/MWh;78389.0;33242.0;111631.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Branca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Intermediário;R$/MWh;78389.0;33242.0;111631.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Branca;Não se aplica;Não se aplica;SCEE;Não se aplica;Intermediário;R$/MWh;78389.0;5309.0;83698.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Branca;Não se aplica;Não se aplica;SCEE;Não se aplica;Intermediário;R$/MWh;78389.0;5309.0;83698.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Branca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;112483.0;53354.0;165837.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Branca;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;112483.0;53354.0;165837.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Branca;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;112483.0;5309.0;117792.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Branca;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;112483.0;5309.0;117792.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Convencional;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Convencional;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Convencional;Não se aplica;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Convencional;Não se aplica;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Convencional pré-pagamento;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Convencional pré-pagamento;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Não se aplica;R$/MWh;49386.0;34918.0;84304.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B3;Convencional pré-pagamento;Não se aplica;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B3;Convencional pré-pagamento;Não se aplica;Não se aplica;SCEE;Não se aplica;Não se aplica;R$/MWh;49386.0;5309.0;54695.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B4;Convencional;Iluminação pública;Iluminação pública – B4a;Não se aplica;Não se aplica;Não se aplica;R$/MWh;27162.0;19205.0;46367.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B4;Convencional;Iluminação pública;Iluminação pública – B4a;Não se aplica;Não se aplica;Não se aplica;R$/MWh;27162.0;19205.0;46367.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B4;Convencional;Iluminação pública;Iluminação pública – B4a;SCEE;Não se aplica;Não se aplica;R$/MWh;27162.0;292.0;27454.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B4;Convencional;Iluminação pública;Iluminação pública – B4a;SCEE;Não se aplica;Não se aplica;R$/MWh;27162.0;292.0;27454.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B4;Convencional;Iluminação pública;Iluminação pública – B4b;Não se aplica;Não se aplica;Não se aplica;R$/MWh;29632.0;20951.0;50583.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B4;Convencional;Iluminação pública;Iluminação pública – B4b;Não se aplica;Não se aplica;Não se aplica;R$/MWh;29632.0;20951.0;50583.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2025-05-26;2025-12-31;B4;Convencional;Iluminação pública;Iluminação pública – B4b;SCEE;Não se aplica;Não se aplica;R$/MWh;29632.0;3185.0;32817.0
Amazonas Energia;REH Nº 3.454, DE 20 DE MAIO DE 2025;2026-01-01;2026-05-25;B4;Convencional;Iluminação pública;Iluminação pública – B4b;SCEE;Não se aplica;Não se aplica;R$/MWh;29632.0;3185.0;32817.0
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/kW;971.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Fora ponta;R$/MWh;958.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/kW;971.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Fora ponta;R$/MWh;10081.0;26664.0;36745.0
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Fora ponta;R$/MWh;10081.0;3117.0;13198.0
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/kW;1538.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;APE;Não se aplica;Ponta;R$/MWh;958.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/kW;1538.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;Não se aplica;Não se aplica;Ponta;R$/MWh;10081.0;42569.0;52650.0
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Azul;Não se aplica;Não se aplica;SCEE;Não se aplica;Ponta;R$/MWh;10081.0;3117.0;13198.0
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cemirim;Fora ponta;R$/kW;1028.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cemirim;Não se aplica;R$/MWh;516.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Distribuição;Não se aplica;Não se aplica;Não se aplica;Cemirim;Ponta;R$/kW;163.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;NOVO GERADOR;Não se aplica;R$/kW;435.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH ANHANGUERA;Não se aplica;R$/kW;434.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH ELOY CHAVES;Não se aplica;R$/kW;319.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH PALMEIRAS;Não se aplica;R$/kW;376.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH PINHAL;Não se aplica;R$/kW;305.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;PCH RETIRO;Não se aplica;R$/kW;431.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UFV GUAIMBE 1;Não se aplica;R$/kW;278.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UFV GUAIMBE 2;Não se aplica;R$/kW;278.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UFV GUAIMBE 3;Não se aplica;R$/kW;278.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UFV GUAIMBE 4;Não se aplica;R$/kW;278.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UFV GUAIMBE 5;Não se aplica;R$/kW;278.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE BARIRI (A.S.LIMA);Não se aplica;R$/kW;274.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE BARRA BONITA;Não se aplica;R$/kW;277.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE IBITINGA;Não se aplica;R$/kW;395.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UHE PROMISSAO;Não se aplica;R$/kW;371.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE ALTA MOGIANA;Não se aplica;R$/kW;437.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BARRA BIOENERGIA;Não se aplica;R$/kW;149.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BARRA GRANDE - SP;Não se aplica;R$/kW;53.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BARRA GRANDE 2;Não se aplica;R$/kW;353.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BELA VISTA;Não se aplica;R$/kW;531.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BIOGAS BONFIM;Não se aplica;R$/kW;412.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BIOLINS;Não se aplica;R$/kW;502.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BONFIM;Não se aplica;R$/kW;32.0;;
CPFL Paulista;REH Nº 3.579, DE 22 DE ABRIL DE 2026;2026-04-08;2027-04-07;A2;Geração;Não se aplica;Não se aplica;Não se aplica;UTE BROTAS;Não se aplica;R$/kW;473.0;;
